Book ID,Title,Author,Authors,Author IDs,Category,Bookshelf,Language,Release Date,Most Recently Updated,Downloads,Download Link,Is Public Domain,Description,Cover URLs
8800,The divine comedy by Dante Alighieri,"Dante Alighieri, 1265-1321","Dante Alighieri, 1265-1321, Doré, Gustave, 1832-1883, Cary, Henry Francis, 1772-1844","507, 1896, 3622","6989, 18337"," 13, 127",English,"Sep 1, 2005","Jan 15, 2023",7963,https://www.gutenberg.org/ebooks/8800.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/419ECSKlTiL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71LvZW0XHGL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71AJsJ8NcnL._AC_UF1000,1000_QL80_.jpg, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657540227i/6656.jpg, https://m.media-amazon.com/images/I/71hpWBt8X7L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/41sbneIqp7L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/91gSG9YGzHL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/718Zq64ixgL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71Wcu6n++eL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71sLNBHV8VL._AC_UF1000,1000_QL80_.jpg"
35899,The Philippines a Century Hence by José Rizal,"Rizal, José, 1861-1896","Rizal, José, 1861-1896, Craig, Austin, 1872-1949, Derbyshire, Charles E.","2183, 2229, 4931",10151,,English,"Apr 18, 2011","Jan 7, 2021",5721,https://www.gutenberg.org/ebooks/35899.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/512TM88Z0LL.jpg, https://m.media-amazon.com/images/I/712wa9MNNkL._AC_UF1000,1000_QL80_.jpg, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347516505i/323980.jpg, https://m.media-amazon.com/images/I/41tOWbN93dL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81Vtr4NfKsL._AC_UF1000,1000_QL80_.jpg, https://prodimage.images-bn.com/lf?set=key%5Bresolve.pixelRatio%5D,value%5B1%5D&set=key%5Bresolve.width%5D,value%5B300%5D&set=key%5Bresolve.height%5D,value%5B10000%5D&set=key%5Bresolve.imageFit%5D,value%5Bcontainerwidth%5D&set=key%5Bresolve.allowImageUpscaling%5D,value%5B0%5D&set=key%5Bresolve.format%5D,value%5Bwebp%5D&source=url%5Bhttps://prodimage.images-bn.com/pimages/9780143039693_p0_v1_s600x595.jpg%5D&scale=options%5Blimit%5D,size%5B300x10000%5D&sink=format%5Bwebp%5D, https://m.media-amazon.com/images/I/71A5Af7GQ9L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/41tOWbN93dL._AC_UF350,350_QL50_.jpg"
98,A Tale of Two Cities by Charles Dickens,"Dickens, Charles, 1812-1870","Dickens, Charles, 1812-1870",37,"60, 69, 465, 808, 2626, 3502, 5580, 8746, 8747", 41,English,"Jan 1, 1994","Mar 31, 2021",18245,https://www.gutenberg.org/ebooks/98.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/81hKPqaR-BL.jpg, https://m.media-amazon.com/images/I/91DFX+8vu5L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51krkReXnxL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81hKPqaR-BL._AC_UF1000,1000_QL80_.jpg, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344922523i/1953.jpg, https://m.media-amazon.com/images/I/81VENsJlbIL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81nmItWccYL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51JoERW1GyS._AC_UF1000,1000_QL80_.jpg"
345,Dracula by Bram Stoker,"Stoker, Bram, 1847-1912","Stoker, Bram, 1847-1912",190,"1222, 2547, 2586, 2692, 2713, 2714, 2715"," 42, 39, 51, 49",English,"Oct 1, 1995","Nov 12, 2023",19343,https://www.gutenberg.org/ebooks/345.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/91SG0Snb2mL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61LxbxLdLNL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51MmymocKML._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/91GIl2JCkgL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81ESc05qN5L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61WmxkDXimL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81s9ft71xjL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/5136vhr8SdL.jpg, https://m.media-amazon.com/images/I/51PTnJnx2SL.jpg, https://m.media-amazon.com/images/I/71uLRrm9JZL._AC_UF1000,1000_QL80_.jpg"
2852,The Hound of the Baskervilles by Arthur Conan Doyle,"Doyle, Arthur Conan, 1859-1930","Doyle, Arthur Conan, 1859-1930",69,"76, 150, 188, 1123, 3506, 3507"," 30, 159",English,"Oct 1, 2001","Jun 27, 2021",5979,https://www.gutenberg.org/ebooks/2852.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/51hUT7gpstL.jpg, https://m.media-amazon.com/images/I/71LK46mEQFS._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61TNcf5FIjL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81vvos7v0LL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61zatwCfS5L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81F7iRugXnL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71OrWFpuEES._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/91NYS02XhvL._AC_UF1000,1000_QL80_.jpg"
5197,My Life — Volume 1 by Richard Wagner,"Wagner, Richard, 1813-1883","Wagner, Richard, 1813-1883",1325,"1494, 8044",,English,"Feb 1, 2004","Dec 21, 2022",39675,https://www.gutenberg.org/ebooks/5197.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/6176xt-ZalL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/512YSZ6ffyL.jpg, https://m.media-amazon.com/images/I/61rFyYS+LbL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51iDznPP33L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51yz1P29h0L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71fZDAvgyZL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61WC1BIDdaL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61yCJfKBULL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51yVa0bR5AL._AC_UF1000,1000_QL80_.jpg, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348904401i/849912.jpg"
5740,Tractatus Logico-Philosophicus by Ludwig Wittgenstein,"Wittgenstein, Ludwig, 1889-1951","Wittgenstein, Ludwig, 1889-1951, Russell, Bertrand, 1872-1970, Ogden, C. K. (Charles Kay), 1889-1957","1861, 355, 36795","1752, 7518"," 57, 102, 378",German,"Oct 22, 2010","Dec 13, 2021",5429,,True,No description available,"https://m.media-amazon.com/images/I/81UL02e9xrL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81LtHXq6fUL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61xJYwzgmgL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61z1bEQwAEL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/419JOw4ETsL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61C1rdCIKgL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71AFl9FfPEL._SL1500_.jpg, https://m.media-amazon.com/images/I/712G61TnDlL._AC_UF1000,1000_QL80_.jpg"
600,Notes from the Underground by Fyodor Dostoyevsky,"Dostoyevsky, Fyodor, 1821-1881","Dostoyevsky, Fyodor, 1821-1881",314,"2594, 9238, 9239",,English,"Jul 1, 1996","Dec 26, 2021",7243,https://www.gutenberg.org/ebooks/600.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/71AUsdz3ZaL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51Hqo1XZnrL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51oTIJnjggL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71ODBY2ChvL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61wT2BM3JaL.jpg, https://m.media-amazon.com/images/I/61HB1Qx05TL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/91ysRDFJ1BL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/611el4PLsJL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/41JbbWfFGdL.jpg, https://m.media-amazon.com/images/I/718SesYxegL._AC_UF1000,1000_QL80_.jpg"
67098,Winnie-the-Pooh by A. A. Milne,"Milne, A. A. (Alan Alexander), 1882-1956","Milne, A. A. (Alan Alexander), 1882-1956, Shepard, Ernest H. (Ernest Howard), 1879-1976","730, 54114","1008, 3354, 13759, 37297, 37298, 37299, 37300",,English,"Jan 3, 2022","Dec 28, 2022",8022,https://www.gutenberg.org/ebooks/67098.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/510foMSJbAL.jpg, https://m.media-amazon.com/images/I/51MBrwENBfL.jpg, https://m.media-amazon.com/images/I/81gzTWlHXpL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51hWGJdlrRL.jpg, https://m.media-amazon.com/images/I/81I3exnQQWL._AC_UF1000,1000_QL80_DpWeblab_.jpg, https://m.media-amazon.com/images/I/51BQ8VC8Z6L.jpg, https://m.media-amazon.com/images/I/71NRCY4EpEL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71zKWoZ7afL._AC_UF1000,1000_QL80_.jpg"
69087,The murder of Roger Ackroyd by Agatha Christie,"Christie, Agatha, 1890-1976","Christie, Agatha, 1890-1976",451,"150, 1123, 2708, 3519, 3520",,English,"Oct 2, 2022","Jan 31, 2024",5569,https://www.gutenberg.org/ebooks/69087.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/81slj2kXK2L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71tBBMawdML._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61o+74NUvxL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61gUyeYS7hL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61IESX2TQrL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51B-72RTJsL.jpg, https://m.media-amazon.com/images/I/51qZl4vWuoL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81QBghklUvL._AC_UF1000,1000_QL80_.jpg"
730,Oliver Twist by Charles Dickens,"Dickens, Charles, 1812-1870","Dickens, Charles, 1812-1870",37,"99, 1282, 2536, 2604, 3333, 5773",,English,"Nov 1, 1996","May 27, 2024",6297,https://www.gutenberg.org/ebooks/730.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/71+y2vNHwpL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51d1ajFChmL.jpg, https://m.media-amazon.com/images/I/71Ftxq5C92L._AC_UF1000,1000_QL80_.jpg, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327868529i/18254.jpg, https://m.media-amazon.com/images/I/71Nzj5BxVcL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/515bXCwUy4L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51o5YNlCMnL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61K8VENjWGL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/718beGwEvJL._AC_UF1000,1000_QL80_.jpg"
4,Lincoln's Gettysburg Address by Abraham Lincoln,"Lincoln, Abraham, 1809-1865","Lincoln, Abraham, 1809-1865",3,"2741, 2742, 13125", 141,English,"Nov 1, 1973","Apr 1, 2015",4239,https://www.gutenberg.org/ebooks/4.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/61w4HioaG3L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/619KrmpuYDL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61qWYmYVd8L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71nu5C6JAPL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61ZwvA7+FML._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61hDqnNM9HL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/612oVlHFFjL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61mjFOCXM+L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/7152iNMVgxL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81bWlMdC2VL._AC_UF1000,1000_QL80_.jpg"
1497,The Republic by Plato,"Plato, 428? BCE-348? BCE","Plato, 428? BCE-348? BCE, Jowett, Benjamin, 1817-1893","93, 94","27, 2745, 6328, 6329", 57,English,"Oct 1, 1998","Sep 11, 2021",7524,https://www.gutenberg.org/ebooks/1497.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/81kYjpcErPL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81aVaKnJYvL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71OpRmCPo6L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/91nUusRC+PL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/41GovOjPGvL.jpg, https://m.media-amazon.com/images/I/51WECdh0kxL.jpg, https://m.media-amazon.com/images/I/71gXerhTHGL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51fc-3h73PL._AC_UF1000,1000_QL80_.jpg"
161,Sense and Sensibility by Jane Austen,"Austen, Jane, 1775-1817","Austen, Jane, 1775-1817",68,"104, 1699, 1702, 2481, 2487, 2489, 2514, 2545, 2906, 18493, 18494",,English,"Sep 1, 1994","Mar 31, 2021",5938,https://www.gutenberg.org/ebooks/161.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/81Vxq4Qu19L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/7161NWQ0jrL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51p8nrA-SqL.jpg, https://m.media-amazon.com/images/I/61FYSLDSDJL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71jVb046+fL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51n2wWY2n6L.jpg, https://m.media-amazon.com/images/I/81a5uBCNskL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81PsNQqHKqL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71fKGGwZtrL._AC_UF1000,1000_QL80_.jpg"
73873,"Short story classics (Foreign), Vol. 4, French I by William Patten",,"Patten, William, 1868-1936",1118,"5488, 5605",,English,"Jun 20, 2024",No recently updated date available,631,https://www.gutenberg.org/ebooks/73873.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/51KWpsEoclL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51leu3usRmL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71AbZvzMg7L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71zezfLo2CL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61WNyRlMSUL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/514WtjLwKHL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51KWpsEoclL._AC_UF350,350_QL50_.jpg, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1526276145i/26950792.jpg"
74,"The Adventures of Tom Sawyer, Complete by Mark Twain","Twain, Mark, 1835-1910","Twain, Mark, 1835-1910",53,"511, 2536, 2604, 2614, 2849, 3470, 3967, 5111, 7019, 7020"," 336, 422",English,"Jul 1, 2004","Aug 9, 2023",9180,https://www.gutenberg.org/ebooks/74.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/A1Wad8LO08L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71l6aEDzaFS._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71KKzGiw9QL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71fqKyCSYKL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71jVwStbliL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/91WCjFhbOuL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/91UBzzR+F+L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51eP2Y8762L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/91vIA5nknnL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/91KnztmnxWL._AC_UF1000,1000_QL80_.jpg"
145,Middlemarch by George Eliot,"Eliot, George, 1819-1880","Eliot, George, 1819-1880",90,"510, 1278, 1702, 2481, 2487, 2514, 2534, 2536"," 13, 41",English,"Jul 1, 1994","Jun 7, 2024",51837,https://www.gutenberg.org/ebooks/145.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/71CqciRoTSL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61raqEI4XbL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61J6fMnVE9L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71M5BDTYFGL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61doTPeNhhL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71jKhhK5VFL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81jbSFDSu2L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/41mNpHJPBSL.jpg, https://m.media-amazon.com/images/I/71dBIm2xbiL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/716h8iElgIL._AC_UF1000,1000_QL80_.jpg"
2650,Du côté de chez Swann by Marcel Proust,"Proust, Marcel, 1871-1922","Proust, Marcel, 1871-1922",987,"517, 5260, 5261", 313,French,"May 1, 2001","Aug 12, 2021",7842,https://www.gutenberg.org/ebooks/2650.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/5195nvpS7EL.jpg, https://m.media-amazon.com/images/I/71tXSGUrqnL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71L7fAeYSyL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61oPc46FsSL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51C8IpQ-2SL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51Eruqux1ZL.jpg, https://m.media-amazon.com/images/I/51g-4nCTM7L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51y-hK2gwvL.jpg, https://m.media-amazon.com/images/I/51uIH2nQmJL.jpg"
205,"Walden, and On The Duty Of Civil Disobedience by Henry David Thoreau","Thoreau, Henry David, 1817-1862","Thoreau, Henry David, 1817-1862",54,"57, 4958, 7084, 7085, 7086, 7087, 7910, 18489",,English,"Jan 1, 1995","Mar 31, 2021",7102,https://www.gutenberg.org/ebooks/205.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/612Bx8uiRSL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61JyTC2RSNL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71-fQIwfIuL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/A1vPmB55B1L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71rkDwPEwRS._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81U9aWWkQiL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71gg4aiN5IL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/41k3snkWXtL.jpg, https://m.media-amazon.com/images/I/91vdH8fSrML._AC_UF1000,1000_QL80_.jpg"
31284,Josefine Mutzenbacher by Felix Salten,"Salten, Felix, 1869-1945","Salten, Felix, 1869-1945",35122,"3535, 28943", 374,German,"Feb 15, 2010","Jan 6, 2021",6756,https://www.gutenberg.org/ebooks/31284.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/51cHfsBIBJL.jpg, https://m.media-amazon.com/images/I/51JgjVi-krL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61K7wd01ezL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/713DT2eQ1WL._AC_UF1000,1000_QL80_.jpg, https://dispatch.barnesandnoble.com/content/dam/ccr/bnstores/books/topnav-promopod-images/2024/nonfiction/PROD-28684_Flyout_Feb-NonfictionOMP_02-02.jpg, https://dispatch.barnesandnoble.com/content/dam/ccr/bnstores/books/topnav-promopod-images/2024/fiction/PROD-28686_Flyout_BookClub_Feb_01-30.jpg, https://dispatch.barnesandnoble.com/content/dam/ccr/bnstores/kids/topnav-promopod-images/2024/PROD-28820_Flyout_2_Easter_02-15.jpg"
4217,A Portrait of the Artist as a Young Man by James Joyce,"Joyce, James, 1882-1941","Joyce, James, 1882-1941",1039,"517, 2536, 2540, 3199, 3539",,English,"Jul 1, 2003","Jun 5, 2021",4951,https://www.gutenberg.org/ebooks/4217.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/618ZQ7-wWxL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81nGBoch9aL._AC_UF1000,1000_QL80_.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646339380l/7588._SY475_.jpg, https://m.media-amazon.com/images/I/71cWM-isTgL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81a1uHLvajS._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71qGQTQbugL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61eGHIMjc+L.jpg, https://m.media-amazon.com/images/I/618qntltvzL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61hVW3PmX8L._AC_UF1000,1000_QL80_.jpg"
1080,A Modest Proposal by Jonathan Swift,"Swift, Jonathan, 1667-1745","Swift, Jonathan, 1667-1745",326,"1040, 4856, 4857",,English,"Oct 1, 1997","Mar 10, 2021",11616,https://www.gutenberg.org/ebooks/1080.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/61w-ankeiKL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81Sai-OZ8SL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51IA1NaVUiL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71m6Rdr-vYL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/710DlE4Jo6L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61jSK4RjfBL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/410FBY2-USL.jpg, https://m.media-amazon.com/images/I/41uFaHa6bRL._AC_UF1000,1000_QL80_.jpg"
73860,Among the gnomes :  An occult tale of adventure in the Untersberg by Franz Hartmann,"Hartmann, Franz, 1838-1912","Hartmann, Franz, 1838-1912, Hartmann, S., Sedgwick","48908, 57250, 57257","138, 7174",,English,"Jun 18, 2024",No recently updated date available,1546,https://www.gutenberg.org/ebooks/73860.epub.noimages,True,No description available,No cover URLs available
1342,Pride and Prejudice by Jane Austen,"Austen, Jane, 1775-1817","Austen, Jane, 1775-1817",68,"1702, 2481, 2487, 2489, 2514, 2578, 2906"," 13, 40",English,"Jun 1, 1998","Jun 17, 2024",52716,https://www.gutenberg.org/ebooks/1342.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/81KFa33pbpL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81Kglc8KgxL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71fKGGwZtrL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/91jgtvHK0hL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/813l6cX0mHL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/719wL788Y2L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/91CdRlcLgVL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/41TYCIYe2-L.jpg, https://m.media-amazon.com/images/I/61CQ6W7fR1L._AC_UF1000,1000_QL80_.jpg"
16119,Doctrina Christiana by Edwin Wolf,,"Wolf, Edwin, 1911-1991",6494,"12130, 14145, 14146, 14147", 119,English,"Jun 23, 2005","Jan 1, 2021",2485,https://www.gutenberg.org/ebooks/16119.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/51CWXRZTcgL.jpg, https://m.media-amazon.com/images/I/717XUMj+OfL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/41GDq0oTcwL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61yHO63greL._AC_UF1000,1000_QL80_.jpg, http://prodimage.images-bn.com/pimages/9781486412099_p0_v1_s1200x630.jpg, https://m.media-amazon.com/images/I/71z2RAnFEWL._AC_UF1000,1000_QL80_.jpg"
84,"Frankenstein; Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Shelley, Mary Wollstonecraft, 1797-1851","Shelley, Mary Wollstonecraft, 1797-1851",61,"36, 1222, 2586, 2665, 2666, 2667, 18502"," 62, 39, 49, 403",English,"Oct 1, 1993","Dec 2, 2022",38550,https://www.gutenberg.org/ebooks/84.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/71ZWC449DfL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71zZVkQgIDL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/31tUa+y+5oS._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61qPOCvvEeL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71gwP1mmLeL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71ZvgdjCKiL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/710x2-PhD3L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61wcY+hUk6L._AC_UF1000,1000_QL80_.jpg"
